Section,Customer,Customer Code,Brand,Product Supergroup,Product Group,Product Subgroup,Line,Year,Variance Fixed Cost PLN
NS PL Dealer,ABIZ MEBLE KUCHARSKI PIOTR,PL6652294137,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Taktik,2024,1
NS PL Dealer,ABIZ MEBLE KUCHARSKI PIOTR,PL6652294137,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Xilium,2025,35
NS PL Dealer,ABIZ MEBLE KUCHARSKI PIOTR,PL6652294137,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Fondo,2024,6
NS PL Dealer,ABIZ MEBLE KUCHARSKI PIOTR,PL6652294137,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Intrata,2024,9
NS PL Dealer,ABIZ MEBLE KUCHARSKI PIOTR,PL6652294137,Nowy Styl,Meble,Biurka i stanowiska workbench,Biurka i moduły dodatkowe do biurek,eModel 3.0,2025,45
NS PL Dealer,ABIZ MEBLE KUCHARSKI PIOTR,PL6652294137,Nowy Styl,Meble,Meble do przechowywania,Kontenery,SQart,2025,19
NS PL Dealer,ABIZ MEBLE KUCHARSKI PIOTR,PL6652294137,Nowy Styl,Meble,Meble do przechowywania,Szafy i regały,SQart,2025,8
NS PL Dealer,ABIZ MEBLE KUCHARSKI PIOTR,PL6652294137,Nowy Styl,Meble,"Panele, ścianki, produkty akustyczne","Panele górne, dolne, boczne",eModel 3.0,2025,17
NS PL Dealer,ABIZ MEBLE KUCHARSKI PIOTR,PL6652294137,Nowy Styl,Pozostałe,Komponenty i materiały,Wyposażenie do stanowisk pracy,Uchwyty Pc,2025,3
NS PL Dealer,ABIZ MEBLE KUCHARSKI PIOTR,PL6652294137,Pozostałe,Pozostałe,Komponenty i materiały,Kółka i stopki,Multiline komponenty,2024,1
NS PL Dealer,ABIZ MEBLE KUCHARSKI PIOTR,PL6652294137,Pozostałe,Pozostałe,Komponenty i materiały,Kółka i stopki,Multiline komponenty,2025,0
NS PL Dealer,ABIZ MEBLE KUCHARSKI PIOTR,PL6652294137,Pozostałe,Pozostałe,Komponenty i materiały,Podnośniki,Multiline komponenty,2025,0
NS PL Dealer,ABIZ MEBLE KUCHARSKI PIOTR,PL6652294137,Pozostałe,Pozostałe,Komponenty i materiały,Uchwyty na monitor,Multiline komponenty,2025,-81
NS PL Dealer,ABIZ MEBLE KUCHARSKI PIOTR,PL6652294137,Sohos by Nowy Styl,Krzesła,Beam Seating,Beam Seating,Iso,2025,8
NS PL Dealer,ABIZ MEBLE KUCHARSKI PIOTR,PL6652294137,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Chester,2024,5
NS PL Dealer,ABIZ MEBLE KUCHARSKI PIOTR,PL6652294137,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Lynx,2024,3
NS PL Dealer,ABIZ MEBLE KUCHARSKI PIOTR,PL6652294137,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Mirage,2024,2
NS PL Dealer,ABIZ MEBLE KUCHARSKI PIOTR,PL6652294137,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Neo,2024,4
NS PL Dealer,ABIZ MEBLE KUCHARSKI PIOTR,PL6652294137,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Nova,2024,3
NS PL Dealer,ABIZ MEBLE KUCHARSKI PIOTR,PL6652294137,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Orion,2024,8
NS PL Dealer,ABIZ MEBLE KUCHARSKI PIOTR,PL6652294137,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Orion,2025,24
NS PL Dealer,ABIZ MEBLE KUCHARSKI PIOTR,PL6652294137,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Sonata,2024,4
NS PL Dealer,ABIZ MEBLE KUCHARSKI PIOTR,PL6652294137,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe specjalistyczne,Cashy,2024,6
NS PL Dealer,ABIZ MEBLE KUCHARSKI PIOTR,PL6652294137,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe specjalistyczne,Nargo,2024,9
NS PL Dealer,ABIZ MEBLE KUCHARSKI PIOTR,PL6652294137,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe specjalistyczne,Senior,2024,2
NS PL Dealer,ABIZ MEBLE KUCHARSKI PIOTR,PL6652294137,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe specjalistyczne,Senior,2025,6
NS PL Dealer,ABIZ MEBLE KUCHARSKI PIOTR,PL6652294137,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe specjalistyczne,Worker,2025,2
NS PL Dealer,ABIZ MEBLE KUCHARSKI PIOTR,PL6652294137,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Iso,2024,1
NS PL Dealer,ABIZ MEBLE KUCHARSKI PIOTR,PL6652294137,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Iso,2025,2
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,'@-Motion,2024,76
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,'@-Motion,2025,1
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Akord,2024,3
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Intrata,2024,152
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Intrata,2025,17
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Navigo,2024,357
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Navigo,2025,178
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Orlando,2024,18
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Orlando,2025,1
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Taktik,2024,187
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Taktik,2025,9
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Viden,2024,104
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Viden,2025,10
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Axo,2025,30
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Cafe,2024,16
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Cafe,2025,3
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Wing,2024,7
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Nowy Styl,Krzesła,Ławki i taborety,Krzesła ramowe barowe i hockery,Evora,2024,30
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Nowy Styl,Krzesła,Ławki i taborety,Krzesła ramowe barowe i hockery,Evora,2025,5
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Nowy Styl,Meble,Stoły i stoliki,Stoły do spotkań (nieskładane),CS5040,2024,8
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Nowy Styl,Softseating,Softseating,Fotele,Club,2024,6
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Nowy Styl,Softseating,Softseating,Sofy i sofy modułowe,Club,2024,5
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Pozostałe,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Pozostałe,2024,-102
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Pozostałe,Meble,Stoły i stoliki,Blaty do stołów i stolików,Blaty do stołów,2025,0
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Pozostałe,Pozostałe,Komponenty i materiały,Elementy montażowe,Multiline komponenty,2024,0
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Pozostałe,Pozostałe,Komponenty i materiały,Kółka i stopki,Multiline komponenty,2024,5
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Pozostałe,Pozostałe,Komponenty i materiały,Kółka i stopki,Multiline komponenty,2025,1
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Pozostałe,Pozostałe,Komponenty i materiały,Oparcia,Multiline komponenty,2024,1
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Pozostałe,Pozostałe,Komponenty i materiały,Podłokietniki,Multiline komponenty,2025,0
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Pozostałe,Pozostałe,Komponenty i materiały,Podnośniki,Multiline komponenty,2024,1
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Pozostałe,Pozostałe,Komponenty i materiały,Podnośniki,Multiline komponenty,2025,0
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Pozostałe,Pozostałe,Komponenty i materiały,Podstawy i ramy do siedzisk,Multiline komponenty,2024,-2
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Altum,2024,5
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Bravo,2024,31
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Bravo,2025,6
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Chester,2024,11
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Chester,2025,5
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,I-line,2024,138
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,I-line,2025,1
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Linea,2025,3
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Manager,2024,10
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Manager,2025,13
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Master,2024,22
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Nova,2024,7
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Nova,2025,14
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Offix,2024,182
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Offix,2025,36
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Perfect,2024,60
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Perfect,2025,3
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Prestige,2024,2
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Smart,2024,3
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Smart,2025,1
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Sonata,2024,11
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Sonata,2025,2
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,W03,2024,-106
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,W03,2025,-100
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Webstar,2024,19
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Webstar,2025,1
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe dla dzieci,Ministyle,2025,0
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe specjalistyczne,Goliat,2024,5
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe specjalistyczne,Goliat,2025,0
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe specjalistyczne,Nargo,2024,10
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe specjalistyczne,Nargo,2025,16
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe specjalistyczne,Senior,2024,21
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe specjalistyczne,Werek,2025,1
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Amigo,2024,1
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Bingo,2025,1
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Cortina,2024,24
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Cortina,2025,7
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Elva,2024,17
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Elva,2025,2
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Iso,2024,73
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Iso,2025,41
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Loco II,2024,9
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Loco II,2025,2
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Noreno,2024,4
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Noreno,2025,2
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Polyfold,2024,10
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Polyfold,2025,1
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Salsa,2025,1
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Styl,2025,8
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Tulipan,2025,1
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na płozie,Manager,2024,11
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na płozie,Mirage,2025,7
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na płozie,Nova,2025,2
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na płozie,Sylwia S,2025,1
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Meble,Stoły i stoliki,Podstawy do stołów i stolików,Lena,2025,2
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Meble,Stoły i stoliki,Stoliki,Tiramisu,2024,6
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Meble,Stoły i stoliki,Stoły do spotkań (nieskładane),Simple,2025,1
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Meble,Stoły i stoliki,Stoły do spotkań składane,Rico,2024,23
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Pozostałe,Produkty uzupełniające,Wieszaki wolnostojące,Arizona,2024,38
NS PL Dealer,ABM SPÓŁKA AKCYJNA,PL6792469111,Sohos by Nowy Styl,Pozostałe,Produkty uzupełniające,Wieszaki wolnostojące,Arizona,2025,8
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,!Niesklasyfikowane,!Niesklasyfikowane,!Niesklasyfikowane,!Niesklasyfikowane,!Niesklasyfikowane,2024,0
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,Kusch+Co,Meble,Stoły i stoliki,Stoły do spotkań (nieskładane),Comta,2024,0
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,Kusch+Co,Meble,Stoły i stoliki,Stoły do spotkań (nieskładane),Comta,2025,8
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Intrata,2024,100
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Intrata,2025,56
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Navigo,2024,418
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Navigo,2025,161
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Taktik,2024,138
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Xenium,2025,6
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Xilium,2024,523
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Xilium,2025,102
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,YouTEAM,2024,82
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,YouTEAM,2025,432
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe z podnóżkiem,Intrata,2025,7
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,2ME,2024,9
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,2ME,2025,35
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Cadeira,2024,35
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Cadeira,2025,42
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Cafe,2024,311
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Cafe,2025,85
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Calado,2024,181
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Intrata,2025,4
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Vapaa,2024,10
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Zen,2024,64
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Zen,2025,95
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na płozie,YouTEAM,2025,217
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,Nowy Styl,Krzesła,Ławki i taborety,Krzesła ramowe barowe i hockery,Cafe,2025,7
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,Nowy Styl,Meble,Biurka i stanowiska workbench,Biurka i moduły dodatkowe do biurek,CS5040,2025,65
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,Nowy Styl,Meble,Biurka i stanowiska workbench,Biurka i moduły dodatkowe do biurek,Easy Space,2024,10
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,Nowy Styl,Meble,Biurka i stanowiska workbench,Biurka i moduły dodatkowe do biurek,Easy Space,2025,9
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,Nowy Styl,Meble,Biurka i stanowiska workbench,Biurka i moduły dodatkowe do biurek,eModel 2.0,2024,43
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,Nowy Styl,Meble,Biurka i stanowiska workbench,Biurka i moduły dodatkowe do biurek,eModel 3.0,2025,79
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,Nowy Styl,Meble,Biurka i stanowiska workbench,Biurka i moduły dodatkowe do biurek,eUP,2025,3
NS PL Dealer,ACO DESIGN ALEKSANDRA ŁOZIAK,PL9121663514,Nowy Styl,Meble,Biurka i stanowiska workbench,Biurka i moduły dodatkowe do biurek,SQart,2025,60
