Section,Customer,Customer Code,Brand,Product Supergroup,Product Group,Product Subgroup,Line,Year,Variance Fixed Cost PLN
NS PL Dealer,"""TYPOGRAF"" Zbigniew Karcz, Grzegorz Orwat Spółka Jawna",PL7890004537,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,4ME,2024,5
NS PL Dealer,"""TYPOGRAF"" Zbigniew Karcz, Grzegorz Orwat Spółka Jawna",PL7890004537,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Intrata,2024,2
NS PL Dealer,"""TYPOGRAF"" Zbigniew Karcz, Grzegorz Orwat Spółka Jawna",PL7890004537,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Navigo,2024,7
NS PL Dealer,"""TYPOGRAF"" Zbigniew Karcz, Grzegorz Orwat Spółka Jawna",PL7890004537,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Navigo,2025,27
NS PL Dealer,"""TYPOGRAF"" Zbigniew Karcz, Grzegorz Orwat Spółka Jawna",PL7890004537,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Taktik,2024,3
NS PL Dealer,"""TYPOGRAF"" Zbigniew Karcz, Grzegorz Orwat Spółka Jawna",PL7890004537,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Taktik,2025,3
NS PL Dealer,"""TYPOGRAF"" Zbigniew Karcz, Grzegorz Orwat Spółka Jawna",PL7890004537,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Xilium,2025,10
NS PL Dealer,"""TYPOGRAF"" Zbigniew Karcz, Grzegorz Orwat Spółka Jawna",PL7890004537,Nowy Styl,Meble,Biurka i stanowiska workbench,Biurka i moduły dodatkowe do biurek,eUP,2024,1
NS PL Dealer,"""TYPOGRAF"" Zbigniew Karcz, Grzegorz Orwat Spółka Jawna",PL7890004537,Nowy Styl,Meble,Meble do przechowywania,Kontenery,Easy Space,2024,1
NS PL Dealer,"""TYPOGRAF"" Zbigniew Karcz, Grzegorz Orwat Spółka Jawna",PL7890004537,Pozostałe,Pozostałe,Komponenty i materiały,Kółka i stopki,Multiline komponenty,2024,0
NS PL Dealer,"""TYPOGRAF"" Zbigniew Karcz, Grzegorz Orwat Spółka Jawna",PL7890004537,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Bravo,2024,1
NS PL Dealer,"""TYPOGRAF"" Zbigniew Karcz, Grzegorz Orwat Spółka Jawna",PL7890004537,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Bravo,2025,39
NS PL Dealer,"""TYPOGRAF"" Zbigniew Karcz, Grzegorz Orwat Spółka Jawna",PL7890004537,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,I-line,2024,1
NS PL Dealer,"""TYPOGRAF"" Zbigniew Karcz, Grzegorz Orwat Spółka Jawna",PL7890004537,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,I-line,2025,16
NS PL Dealer,"""TYPOGRAF"" Zbigniew Karcz, Grzegorz Orwat Spółka Jawna",PL7890004537,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Sonata,2024,6
NS PL Dealer,"""TYPOGRAF"" Zbigniew Karcz, Grzegorz Orwat Spółka Jawna",PL7890004537,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,W03,2024,-12
NS PL Dealer,"""TYPOGRAF"" Zbigniew Karcz, Grzegorz Orwat Spółka Jawna",PL7890004537,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,W03,2025,-11
NS PL Dealer,"""TYPOGRAF"" Zbigniew Karcz, Grzegorz Orwat Spółka Jawna",PL7890004537,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe specjalistyczne,Nargo,2024,1
NS PL Dealer,"""TYPOGRAF"" Zbigniew Karcz, Grzegorz Orwat Spółka Jawna",PL7890004537,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Cortina,2025,3
NS PL Dealer,"""TYPOGRAF"" Zbigniew Karcz, Grzegorz Orwat Spółka Jawna",PL7890004537,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Iso,2024,1
NS PL Dealer,"""TYPOGRAF"" Zbigniew Karcz, Grzegorz Orwat Spółka Jawna",PL7890004537,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Iso,2025,3
NS PL Dealer,"""TYPOGRAF"" Zbigniew Karcz, Grzegorz Orwat Spółka Jawna",PL7890004537,Sohos by Nowy Styl,Pozostałe,Produkty uzupełniające,Wieszaki wolnostojące,Arizona,2024,2
NS PL Dealer,"""TYPOGRAF"" Zbigniew Karcz, Grzegorz Orwat Spółka Jawna",PL7890004537,Sohos by Nowy Styl,Pozostałe,Produkty uzupełniające,Wieszaki wolnostojące,Arizona,2025,2
NS PL Dealer,"""WANZL"" SP. Z O.O",PL1230033009,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe specjalistyczne,Worker,2024,17
NS PL Dealer,"""WANZL"" SP. Z O.O",PL1230033009,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Iso,2024,375
NS PL Dealer,"""WANZL"" SP. Z O.O",PL1230033009,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Iso,2025,106
NS PL Dealer,"""WANZL"" SP. Z O.O",PL1230033009,Sohos by Nowy Styl,Pozostałe,Produkty uzupełniające,Wieszaki wolnostojące,Arizona,2024,184
NS PL Dealer,"""WANZL"" SP. Z O.O",PL1230033009,Sohos by Nowy Styl,Pozostałe,Produkty uzupełniające,Wieszaki wolnostojące,Arizona,2025,51
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,!Niesklasyfikowane,!Niesklasyfikowane,!Niesklasyfikowane,!Niesklasyfikowane,!Niesklasyfikowane,2024,1
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Cafe,2024,4
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Intrata,2024,5
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Orlando,2025,5
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Sit.Net,2025,21
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Taktik,2025,182
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,2ME,2025,23
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Cafe,2025,2
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Tauko,2025,8
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na płozie,Intrata,2024,7
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Nowy Styl,Meble,"Panele, ścianki, produkty akustyczne",Budki telefoniczne i room in room,SPIX,2025,51
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Nowy Styl,Meble,Stoły i stoliki,Stoły do spotkań (nieskładane),Tauko,2025,3
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Nowy Styl,Softseating,Softseating,Fotele,Club,2024,8
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Nowy Styl,Softseating,Softseating,Fotele,Club,2025,18
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Nowy Styl,Softseating,Softseating,Fotele,Hello!,2024,2
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Nowy Styl,Softseating,Softseating,Sofy i sofy modułowe,Club,2024,2
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Nowy Styl,Softseating,Softseating,Sofy i sofy modułowe,Club,2025,7
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Nowy Styl,Softseating,Softseating,Zestawy i układy sof,Play&Work,2024,33
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Pozostałe,Pozostałe,Komponenty i materiały,Kółka i stopki,Multiline komponenty,2024,0
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Pozostałe,Pozostałe,Komponenty i materiały,Materiały tapicerskie,Multiline komponenty,2025,-10
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Pozostałe,Pozostałe,Komponenty i materiały,Oparcia,Multiline komponenty,2024,1
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Pozostałe,Pozostałe,Komponenty i materiały,Oparcia,Multiline komponenty,2025,2
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Pozostałe,Pozostałe,Komponenty i materiały,Siedziska,Multiline komponenty,2024,1
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Pozostałe,Pozostałe,Komponenty i materiały,Siedziska,Multiline komponenty,2025,2
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Sohos by Nowy Styl,Krzesła,Beam Seating,Beam Seating,Beta,2025,4
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Mefisto,2025,3
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Mirage,2024,3
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Nova,2024,3
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Offix,2024,10
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Offix,2025,5
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Sonata,2025,5
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,W03,2025,-109
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Iso,2024,8
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Iso,2025,22
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Loco II,2024,11
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Loco II,2025,29
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na płozie,Rumba,2024,11
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na płozie,Rumba,2025,2
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na płozie,Sylwia S,2025,11
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Sohos by Nowy Styl,Krzesła,Ławki i taborety,Taborety,Chico,2025,6
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Sohos by Nowy Styl,Meble,Stoły i stoliki,Podstawy do stołów i stolików,Lena,2024,0
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Sohos by Nowy Styl,Meble,Stoły i stoliki,Podstawy do stołów i stolików,Lena,2025,0
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Sohos by Nowy Styl,Meble,Stoły i stoliki,Podstawy do stołów i stolików,Rico,2024,4
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Sohos by Nowy Styl,Pozostałe,Produkty uzupełniające,Wieszaki wolnostojące,Arizona,2024,1
NS PL Dealer,10 OFFICE PAWEŁ STAWOWCZYK,PL9511073016,Sohos by Nowy Styl,Pozostałe,Produkty uzupełniające,Wieszaki wolnostojące,Arizona,2025,3
NS PL Dealer,ABC JACEK MARKOWICZ,PL5272175785,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Elovie,2025,-21
NS PL Dealer,ABC JACEK MARKOWICZ,PL5272175785,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Prado,2025,2
NS PL Dealer,ABC JACEK MARKOWICZ,PL5272175785,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Sonata,2025,3
NS PL Dealer,ABC JACEK MARKOWICZ,PL5272175785,Sohos by Nowy Styl,Pozostałe,Produkty uzupełniające,Wieszaki wolnostojące,Arizona,2024,-3
NS PL Dealer,ABC PAPIER Sp. z o.o.,PL7122788122,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Denuo,2025,22
NS PL Dealer,ABC PAPIER Sp. z o.o.,PL7122788122,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Taktik,2024,0
NS PL Dealer,ABC PAPIER Sp. z o.o.,PL7122788122,Nowy Styl,Meble,Biurka i stanowiska workbench,Biurka i moduły dodatkowe do biurek,eComo,2025,5
NS PL Dealer,ABC PAPIER Sp. z o.o.,PL7122788122,Pozostałe,Pozostałe,Komponenty i materiały,Kółka i stopki,Multiline komponenty,2025,0
NS PL Dealer,ABC PAPIER Sp. z o.o.,PL7122788122,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Elovie,2025,0
NS PL Dealer,ABC PAPIER Sp. z o.o.,PL7122788122,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Stillo,2024,0
NS PL Dealer,ABC PAPIER Sp. z o.o.,PL7122788122,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Stillo,2025,2
NS PL Dealer,ABC PAPIER Sp. z o.o.,PL7122788122,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,W03,2024,-8
NS PL Dealer,ABC PAPIER Sp. z o.o.,PL7122788122,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Iso,2025,7
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,!Niesklasyfikowane,!Niesklasyfikowane,!Niesklasyfikowane,!Niesklasyfikowane,!Niesklasyfikowane,2024,0
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Krzesła,Beam Seating,Beam Seating,Cafe,2025,68
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Denuo,2025,42
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Intrata,2024,409
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Intrata,2025,219
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Navigo,2024,127
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Navigo,2025,8
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Taktik,2024,38
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Taktik,2025,4
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Xilium,2024,20
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,2ME,2024,22
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Axo,2024,171
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Axo,2025,326
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Cafe,2025,262
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Intrata,2024,58
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Intrata,2025,18
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Verbena,2024,10
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Verbena,2025,50
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Zen,2024,41
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na płozie,Vesta New,2024,13
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na płozie,Vesta New,2025,31
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Krzesła,Ławki i taborety,Krzesła ramowe barowe i hockery,Tauko,2024,6
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Krzesła,Ławki i taborety,Krzesła ramowe barowe i hockery,Tauko,2025,15
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Meble,Biurka i stanowiska workbench,Biurka i moduły dodatkowe do biurek,eComo,2024,6
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Meble,Biurka i stanowiska workbench,Biurka i moduły dodatkowe do biurek,eComo,2025,11
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Meble,Biurka i stanowiska workbench,Biurka i moduły dodatkowe do biurek,SQart,2025,114
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Meble,Biurka i stanowiska workbench,Workbenche i moduły dodatkowe do workbenchy,eModel 2.0,2024,59
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Meble,Meble do przechowywania,Kontenery,SQart,2025,13
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Meble,Meble do przechowywania,Szafy i regały,SQart,2025,38
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Meble,Meble recepcyjne,Meble recepcyjne,Velum,2024,26
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Meble,"Panele, ścianki, produkty akustyczne","Panele górne, dolne, boczne",SQart,2025,8
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Meble,Stoły i stoliki,Stoły do spotkań składane,Flib,2025,39
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Pozostałe,Produkty uzupełniające,Wieszaki wolnostojące,Dessi,2025,5
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Softseating,Softseating,Fotele,Athena,2024,269
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Softseating,Softseating,Fotele,Athena,2025,41
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Softseating,Softseating,Fotele,Club,2024,5
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Softseating,Softseating,Fotele,Tilkka,2025,0
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Softseating,Softseating,Sofy i sofy modułowe,Club,2024,13
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Softseating,Softseating,Sofy i sofy modułowe,Mollen,2025,37
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Nowy Styl,Softseating,Softseating,Sofy i sofy modułowe,Tilkka,2025,0
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Pozostałe,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Pozostałe,2024,-308
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Pozostałe,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Pozostałe,2025,-76
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Pozostałe,Pozostałe,Komponenty i materiały,Kółka i stopki,Multiline komponenty,2024,3
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Pozostałe,Pozostałe,Komponenty i materiały,Kółka i stopki,Multiline komponenty,2025,3
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Pozostałe,Pozostałe,Komponenty i materiały,Mechanizmy,Multiline komponenty,2024,2
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Pozostałe,Pozostałe,Komponenty i materiały,Mechanizmy,Multiline komponenty,2025,2
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Pozostałe,Pozostałe,Komponenty i materiały,Podłokietniki,Multiline komponenty,2024,15
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Pozostałe,Pozostałe,Komponenty i materiały,Podnośniki,Multiline komponenty,2024,3
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Pozostałe,Pozostałe,Komponenty i materiały,Podnośniki,Multiline komponenty,2025,0
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Pozostałe,Pozostałe,Komponenty i materiały,Podstawy i ramy do siedzisk,Multiline komponenty,2025,2
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Pozostałe,Pozostałe,Komponenty i materiały,Siedziska,Multiline komponenty,2024,1
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Chester,2024,118
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Chester,2025,44
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Neo,2025,9
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Sonata,2024,26
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe biurowe,Vienna,2025,-31
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe dla dzieci,Ministyle,2024,2
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe dla dzieci,Ministyle,2025,2
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Sohos by Nowy Styl,Krzesła,Krzesła obrotowe,Krzesła obrotowe specjalistyczne,Goliat,2024,2
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Beta,2024,8
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Iso,2024,19
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Loco II,2024,40
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Loco II,2025,114
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Styl,2024,24
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na 4 nogach,Styl,2025,21
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na płozie,Neo,2025,57
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na płozie,Rumba,2024,22
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Sohos by Nowy Styl,Krzesła,Krzesła ramowe,Krzesła ramowe na płozie,Rumba,2025,32
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Sohos by Nowy Styl,Krzesła,Ławki i taborety,Taborety,Chico,2024,1
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Sohos by Nowy Styl,Pozostałe,Produkty uzupełniające,Wieszaki wolnostojące,Arizona,2024,5
NS PL Dealer,ABEA Robert Pierzycki,PL7391868099,Sohos by Nowy Styl,Pozostałe,Produkty uzupełniające,Wieszaki wolnostojące,Arizona,2025,8
NS PL Dealer,ABIZ MEBLE KUCHARSKI PIOTR,PL6652294137,!Niesklasyfikowane,!Niesklasyfikowane,!Niesklasyfikowane,!Niesklasyfikowane,!Niesklasyfikowane,2025,0
